caller	callee
luaL_callmeta	luaH_get
luaL_callmeta	lua_getmetatable
luaL_callmeta	lua_pushstring
luaL_checkany	index2addr
luaL_checkany	luaL_argerror
luaL_checkinteger	__stack_chk_fail@plt
luaL_checkinteger	index2addr
luaL_checkinteger	luaV_tonumber.part.56
luaL_checkinteger	tag_error
luaL_checkinteger.constprop.150	__stack_chk_fail@plt
luaL_checkinteger.constprop.150	luaV_tonumber.part.56
luaL_checkinteger.constprop.150	tag_error
luaL_checklstring	lua_tolstring
luaL_checklstring	tag_error
luaL_checklstring.constprop.154	lua_tolstring
luaL_checklstring.constprop.154	tag_error
luaL_checknumber	__stack_chk_fail@plt
luaL_checknumber	index2addr
luaL_checknumber	luaV_tonumber.part.56
luaL_checknumber	tag_error
luaL_checknumber.constprop.151	__stack_chk_fail@plt
luaL_checknumber.constprop.151	luaV_tonumber.part.56
luaL_checknumber.constprop.151	tag_error
luaL_checkoption	luaL_argerror
luaL_checkoption	luaL_optlstring.constprop.153
luaL_checkoption	lua_pushfstring
luaL_checkoption	lua_tolstring.constprop.187
luaL_checkoption	strcmp@plt
luaL_checkoption	tag_error
luaL_checkstack	luaL_error
luaL_checkstack	lua_checkstack
luaL_checktype	index2addr
luaL_checktype	tag_error
luaL_checktype.constprop.173	tag_error
luaL_checkudata	index2addr
luaL_checkudata	luaV_equalobj_
luaL_checkudata	lua_getfield
luaL_checkudata	typeerror
luaL_checkunsigned	__stack_chk_fail@plt
luaL_checkunsigned	index2addr
luaL_checkunsigned	luaV_tonumber.part.56
luaL_checkunsigned	tag_error
luaL_checkversion_	luaL_error
luaL_error	luaG_errormsg
luaL_error	luaL_where
luaL_error	lua_concat
luaL_error	lua_pushvfstring
luaL_execresult	__errno_location@plt
luaL_execresult	lua_pushstring
luaL_execresult	strerror@plt
luaL_fileresult	__errno_location@plt
luaL_fileresult	lua_pushfstring
luaL_fileresult	lua_pushstring
luaL_fileresult	strerror@plt
luaL_getmetafield	index2addr
luaL_getmetafield	luaH_get
luaL_getmetafield	lua_pushstring
luaL_getsubtable	lua_createtable.constprop.163
luaL_getsubtable	lua_getfield
luaL_getsubtable	lua_setfield
luaL_getsubtable.constprop.145	lua_createtable.constprop.163
luaL_getsubtable.constprop.145	lua_getfield
luaL_getsubtable.constprop.145	lua_setfield
luaL_gsub	__stack_chk_fail@plt
luaL_gsub	luaL_prepbuffsize
luaL_gsub	luaL_pushresult
luaL_gsub	lua_tolstring.constprop.186
luaL_gsub	memcpy@plt
luaL_gsub	strlen@plt
luaL_gsub	strstr@plt
luaL_len	__stack_chk_fail@plt
luaL_len	index2addr
luaL_len	luaL_error
luaL_len	luaV_objlen
luaL_len	luaV_tonumber.part.56
luaL_loadbufferx	__stack_chk_fail@plt
luaL_loadbufferx	luaC_barrier_
luaL_loadbufferx	luaD_protectedparser
luaL_loadbufferx	luaH_getint.part.53
luaL_loadfilex	_IO_getc@plt
luaL_loadfilex	__errno_location@plt
luaL_loadfilex	__stack_chk_fail@plt
luaL_loadfilex	errfile
luaL_loadfilex	fclose@plt
luaL_loadfilex	ferror@plt
luaL_loadfilex	fopen@plt
luaL_loadfilex	freopen@plt
luaL_loadfilex	index2addr
luaL_loadfilex	luaD_protectedparser
luaL_loadfilex	lua_load.part.62
luaL_loadfilex	lua_pushfstring
luaL_loadfilex	lua_pushlstring
luaL_loadfilex	lua_settop
luaL_loadfilex	lua_tolstring.constprop.186
luaL_loadfilex	lua_tolstring.constprop.187
luaL_loadfilex	strerror@plt
luaL_loadstring	__stack_chk_fail@plt
luaL_loadstring	luaC_barrier_
luaL_loadstring	luaD_protectedparser
luaL_loadstring	luaH_getint.part.53
luaL_loadstring	strlen@plt
luaL_newmetatable	lua_createtable.constprop.163
luaL_newmetatable	lua_getfield
luaL_newmetatable	lua_setfield
luaL_newstate	lua_newstate
luaL_openlibs	luaL_getsubtable.constprop.145
luaL_optinteger	index2addr
luaL_optlstring	index2addr
luaL_optlstring	lua_tolstring
luaL_optlstring	strlen@plt
luaL_optlstring	tag_error
luaL_optlstring.constprop.153	index2addr
luaL_optlstring.constprop.153	lua_tolstring.constprop.187
luaL_optlstring.constprop.153	tag_error
luaL_optnumber	index2addr
luaL_optunsigned	__stack_chk_fail@plt
luaL_optunsigned	index2addr
luaL_optunsigned	luaV_tonumber.part.56
luaL_optunsigned	tag_error
luaL_prepbuffsize	luaC_newobj.constprop.194
luaL_prepbuffsize	luaC_step
luaL_prepbuffsize	luaL_error
luaL_prepbuffsize	luaM_toobig
luaL_prepbuffsize	lua_remove.constprop.177
luaL_prepbuffsize	memcpy@plt
luaL_pushresult	lua_pushlstring
luaL_ref	index2addr
luaL_ref	luaH_getint.part.53
luaL_ref	luaH_getn
luaL_ref	lua_rawgeti
luaL_ref	lua_rawseti
luaL_ref	lua_tointegerx
luaL_requiref	luaD_call.constprop.198
luaL_requiref	luaL_getsubtable.constprop.145
luaL_requiref	lua_pushstring
luaL_requiref	lua_setfield.constprop.162
luaL_setfuncs	luaC_step
luaL_setfuncs	luaL_error
luaL_setfuncs	luaM_realloc_
luaL_setfuncs	lua_checkstack
luaL_setfuncs	lua_setfield
luaL_setfuncs.constprop.147	luaL_error
luaL_setfuncs.constprop.147	lua_checkstack
luaL_setfuncs.constprop.147	lua_setfield
luaL_setmetatable	lua_getfield
luaL_testudata	index2addr
luaL_testudata	luaV_equalobj_
luaL_testudata	lua_getfield
luaL_testudata	lua_getmetatable
luaL_tolstring	index2addr
luaL_tolstring	luaD_call.constprop.198
luaL_tolstring	luaH_get
luaL_tolstring	lua_getmetatable
luaL_tolstring	lua_pushfstring
luaL_tolstring	lua_pushlstring
luaL_tolstring	lua_pushstring
luaL_tolstring	lua_remove.constprop.177
luaL_tolstring	lua_toboolean
luaL_tolstring	lua_topointer
luaL_traceback	__stack_chk_fail@plt
luaL_traceback	internshrstr
luaL_traceback	luaC_step
luaL_traceback	luaV_concat
luaL_traceback	lua_getinfo
luaL_traceback	lua_pushfstring
luaL_traceback	lua_pushlstring
luaL_traceback	lua_remove.constprop.177
luaL_traceback	lua_tolstring.constprop.186
luaL_traceback	pushglobalfuncname
luaL_unref	index2addr
luaL_unref	luaH_getint.part.53
luaL_unref	lua_rawseti
luaL_where	__stack_chk_fail@plt
luaL_where	lua_getinfo
luaL_where	lua_pushfstring
luaL_where	lua_pushlstring
luaM_growaux_	luaG_runerror
luaM_growaux_	luaM_realloc_
luaM_growaux_	luaM_toobig
luaM_realloc_	luaC_fullgc.constprop.196
luaM_realloc_	luaD_throw
luaM_toobig	luaG_runerror
luaO_arith	p8_fdiv
luaO_chunkid	memcpy@plt
luaO_chunkid	strchr@plt
luaO_chunkid	strlen@plt
luaO_pushfstring	__stack_chk_fail@plt
luaO_pushfstring	luaO_pushvfstring
luaO_pushvfstring	__sprintf_chk@plt
luaO_pushvfstring	__stack_chk_fail@plt
luaO_pushvfstring	internshrstr
luaO_pushvfstring	luaD_growstack
luaO_pushvfstring	luaG_runerror
luaO_pushvfstring	luaS_newlstr
luaO_pushvfstring	luaV_concat
luaO_pushvfstring	strchr@plt
luaO_pushvfstring	strlen@plt
luaO_str2d	strpbrk@plt
luaO_str2d.part.50	__stack_chk_fail@plt
luaO_str2d.part.50	strpbrk@plt
luaO_str2d.part.50	strtod@plt
luaS_eqlngstr	memcmp@plt
luaS_eqstr	memcmp@plt
luaS_new	strlen@plt
luaS_newlstr	luaM_realloc_
luaS_newlstr	luaM_toobig
luaS_newlstr	memcpy@plt
luaS_newudata	luaM_realloc_
luaS_newudata	luaM_toobig
luaS_resize	luaM_realloc_
luaS_resize	luaM_toobig
luaS_resize	memset@plt
luaS_resize	singlestep
luaT_init	luaS_newlstr
luaT_init	strlen@plt
luaU_dump	DumpFunction
luaU_dump	__stack_chk_fail@plt
luaU_undump	LoadBlock.part.129
luaU_undump	LoadFunction
luaU_undump	__stack_chk_fail@plt
luaU_undump	error.isra.128
luaU_undump	luaC_newobj.constprop.194
luaU_undump	luaD_growstack
luaU_undump	luaF_newproto
luaU_undump	luaZ_fill
luaU_undump	memcpy@plt
luaU_undump	memset@plt
luaV_arith	__stack_chk_fail@plt
luaV_arith	callTM.isra.75
luaV_arith	luaG_aritherror
luaV_arith	luaO_arith
luaV_arith	luaT_gettmbyobj
luaV_arith	luaV_tonumber.part.56
luaV_concat	__stack_chk_fail@plt
luaV_concat	callTM.isra.75
luaV_concat	luaG_concaterror
luaV_concat	luaG_runerror
luaV_concat	luaM_realloc_
luaV_concat	luaM_toobig
luaV_concat	luaS_newlstr
luaV_concat	luaT_gettmbyobj
luaV_concat	memcpy@plt
luaV_concat	pico8_fixed_to_string
luaV_equalobj_	callTM.isra.75
luaV_equalobj_	get_equalTM.isra.98.constprop.200
luaV_equalobj_	memcmp@plt
luaV_execute	__stack_chk_fail@plt
luaV_execute	luaC_barrier_
luaV_execute	luaC_newobj.constprop.194
luaV_execute	luaC_step
luaV_execute	luaD_growstack
luaV_execute	luaD_precall
luaV_execute	luaD_throw
luaV_execute	luaF_close
luaV_execute	luaG_runerror
luaV_execute	luaH_new
luaV_execute	luaH_resize
luaV_execute	luaH_setint
luaV_execute	luaM_realloc_
luaV_execute	luaO_str2d.part.50
luaV_execute	luaV_arith
luaV_execute	luaV_concat
luaV_execute	luaV_equalobj_
luaV_execute	luaV_execute
luaV_execute	luaV_gettable
luaV_execute	luaV_lessequal
luaV_execute	luaV_lessthan
luaV_execute	luaV_objlen
luaV_execute	luaV_settable
luaV_execute	lua_yieldk
luaV_execute	memset@plt
luaV_execute	p8_fdiv
luaV_execute	p8_fmod
luaV_execute	p8_fmul
luaV_execute	p8_fpow
luaV_execute	pico8_ashr
luaV_execute	pico8_lshr
luaV_execute	pico8_peek_1
luaV_execute	pico8_peek_2
luaV_execute	pico8_peek_4
luaV_execute	pico8_rotl
luaV_execute	pico8_rotr
luaV_execute	pico8_shl
luaV_execute	strpbrk@plt
luaV_finishOp	luaT_gettmbyobj
luaV_finishOp	luaV_concat
luaV_gettable	__stack_chk_fail@plt
luaV_gettable	callTM.isra.75
luaV_gettable	internshrstr
luaV_gettable	luaC_step
luaV_gettable	luaG_runerror
luaV_gettable	luaG_typeerror
luaV_gettable	luaH_get
luaV_gettable	luaT_gettm
luaV_gettable	luaT_gettmbyobj
luaV_gettable	luaV_tonumber.part.56
luaV_lessequal	callTM.isra.75
luaV_lessequal	luaG_ordererror
luaV_lessequal	luaT_gettmbyobj
luaV_lessequal	strcoll@plt
luaV_lessequal	strlen@plt
luaV_lessthan	callTM.isra.75
luaV_lessthan	luaG_ordererror
luaV_lessthan	luaT_gettmbyobj
luaV_lessthan	strcoll@plt
luaV_lessthan	strlen@plt
luaV_objlen	callTM.isra.75
luaV_objlen	luaG_typeerror
luaV_objlen	luaH_getn
luaV_objlen	luaT_gettm
luaV_objlen	luaT_gettmbyobj
luaV_settable	callTM.isra.75
luaV_settable	luaG_runerror
luaV_settable	luaG_typeerror
luaV_settable	luaH_get
luaV_settable	luaH_newkey
luaV_settable	luaT_gettmbyobj
luaV_tonumber	__stack_chk_fail@plt
luaV_tonumber	luaO_str2d.part.50
luaV_tonumber	strpbrk@plt
luaV_tonumber.part.56	__stack_chk_fail@plt
luaV_tonumber.part.56	luaO_str2d.part.50
luaV_tonumber.part.56	strpbrk@plt
luaV_tostring	__stack_chk_fail@plt
luaV_tostring	luaS_newlstr
luaV_tostring	pico8_fixed_to_string
luaX_init	luaS_newlstr
luaX_init	strlen@plt
luaX_lookahead	llex
luaX_newstring	luaC_step
luaX_newstring	luaH_get
luaX_newstring	luaH_newkey
luaX_newstring	luaS_newlstr
luaX_newstring.constprop.143	internshrstr
luaX_newstring.constprop.143	luaC_step
luaX_newstring.constprop.143	luaH_get
luaX_newstring.constprop.143	luaH_newkey
luaX_next	llex
luaX_next.part.119	llex
luaX_setinput	internshrstr
luaX_setinput	luaM_realloc_
luaX_syntaxerror	lexerror
luaY_parser	__stack_chk_fail@plt
luaY_parser	close_func
luaY_parser	error_expected
luaY_parser	internshrstr
luaY_parser	luaC_newobj.constprop.194
luaY_parser	luaD_growstack
luaY_parser	luaF_newproto
luaY_parser	luaH_new
luaY_parser	luaM_realloc_
luaY_parser	luaS_newlstr
luaY_parser	luaX_next.part.119
luaY_parser	newupvalue
luaY_parser	statlist
luaY_parser	strlen@plt
luaZ_fill	__stack_chk_fail@plt
luaZ_openspace	luaM_realloc_
luaZ_openspace	luaM_toobig
luaZ_read	luaZ_fill
luaZ_read	memcpy@plt
lua_arith	luaO_arith
lua_arith	luaV_arith
lua_callk	luaD_call.constprop.197
lua_callk	luaD_call.constprop.198
lua_checkstack	luaD_rawrunprotected
lua_compare	index2addr
lua_compare	luaV_equalobj_
lua_concat	internshrstr
lua_concat	luaC_step
lua_copy	index2addr
lua_createtable	luaC_step
lua_createtable	luaH_new
lua_createtable.constprop.163	luaC_step
lua_createtable.constprop.163	luaH_new
lua_dump	DumpFunction
lua_dump	__stack_chk_fail@plt
lua_error	luaG_errormsg
lua_gc	entersweep
lua_gc	luaC_forcestep
lua_gc	luaC_fullgc
lua_gc	singlestep
lua_getfield	index2addr
lua_getfield	luaS_newlstr
lua_getfield	strlen@plt
lua_getglobal	luaH_getint.part.53
lua_getglobal	luaS_newlstr
lua_getglobal	strlen@plt
lua_getinfo	__stack_chk_fail@plt
lua_getinfo	getobjname
lua_getinfo	luaH_new
lua_getinfo	luaH_setint
lua_getinfo	luaO_chunkid
lua_getinfo	strchr@plt
lua_getlocal	__stack_chk_fail@plt
lua_getlocal	findlocal.isra.42.constprop.156
lua_getmetatable	index2addr
lua_gettable	index2addr
lua_getupvalue	index2addr
lua_getuservalue	index2addr
lua_insert	index2addr
lua_iscfunction	index2addr
lua_isnumber	__stack_chk_fail@plt
lua_isnumber	index2addr
lua_isnumber	luaV_tonumber.part.56
lua_isstring	index2addr
lua_isuserdata	index2addr
lua_len	index2addr
lua_len	luaV_objlen
lua_load	__stack_chk_fail@plt
lua_load	luaC_barrier_
lua_load	luaD_protectedparser
lua_load	luaH_getint.part.53
lua_load.part.62	luaH_getint.part.53
lua_newstate	__stack_chk_fail@plt
lua_newstate	close_state
lua_newstate	luaD_rawrunprotected.constprop.168
lua_newstate	time@plt
lua_newthread	luaC_newobj.constprop.194
lua_newthread	luaC_step
lua_newthread	luaM_realloc_
lua_newuserdata	luaC_step
lua_newuserdata	luaM_realloc_
lua_newuserdata	luaM_toobig
lua_next	findindex
lua_next	index2addr
lua_pcallk	__stack_chk_fail@plt
lua_pcallk	index2addr
lua_pcallk	luaD_call.constprop.197
lua_pcallk	luaD_rawrunprotected.constprop.167
lua_pcallk	luaD_shrinkstack
lua_pcallk	luaF_close
lua_pcallk	seterrorobj
lua_pushcclosure	luaC_newobj.constprop.194
lua_pushcclosure	luaC_step
lua_pushfstring	__stack_chk_fail@plt
lua_pushfstring	luaC_step
lua_pushfstring	luaO_pushvfstring
lua_pushlstring	luaC_step
lua_pushlstring	luaS_newlstr
lua_pushstring	luaC_step
lua_pushstring	luaS_newlstr
lua_pushstring	strlen@plt
lua_pushvalue	index2addr
lua_pushvfstring	luaC_step
lua_rawequal	index2addr
lua_rawequal	luaV_equalobj_
lua_rawget	index2addr
lua_rawget	luaH_get
lua_rawgeti	index2addr
lua_rawgeti	luaH_getint.part.53
lua_rawgeti.constprop.175	luaH_getint.part.53
lua_rawgetp	__stack_chk_fail@plt
lua_rawgetp	index2addr
lua_rawgetp	luaH_get
lua_rawlen	index2addr
lua_rawlen	luaH_getn
lua_rawset	index2addr
lua_rawset	luaH_get
lua_rawset	luaH_newkey
lua_rawseti	index2addr
lua_rawseti	luaH_setint
lua_rawseti.constprop.172	luaH_setint
lua_rawsetp	__stack_chk_fail@plt
lua_rawsetp	index2addr
lua_rawsetp	luaH_get
lua_rawsetp	luaH_newkey
lua_remove	index2addr
lua_replace	index2addr
lua_replace	luaC_barrier_
lua_resume	internshrstr
lua_resume	luaD_rawrunprotected
lua_resume	luaD_rawrunprotected.constprop.169
lua_resume	luaD_shrinkstack
lua_resume	luaF_close
lua_resume	seterrorobj
lua_setfield	index2addr
lua_setfield	luaS_newlstr
lua_setfield	luaV_settable
lua_setfield	strlen@plt
lua_setfield.constprop.162	luaS_newlstr
lua_setfield.constprop.162	luaV_settable
lua_setfield.constprop.162	strlen@plt
lua_setglobal	luaH_getint.part.53
lua_setglobal	luaS_newlstr
lua_setglobal	luaV_settable
lua_setglobal	strlen@plt
lua_setmetatable	index2addr
lua_setmetatable	luaC_barrier_
lua_setmetatable	luaC_checkfinalizer
lua_settable	index2addr
lua_settable	luaV_settable
lua_setupvalue	index2addr
lua_setupvalue	luaC_barrier_
lua_setuservalue	index2addr
lua_setuservalue	luaC_barrier_
lua_toboolean	index2addr
lua_tocfunction	index2addr
lua_tointegerx	__stack_chk_fail@plt
lua_tointegerx	index2addr
lua_tointegerx	luaV_tonumber.part.56
lua_tolstring	__stack_chk_fail@plt
lua_tolstring	index2addr
lua_tolstring	luaC_step
lua_tolstring	luaS_newlstr
lua_tolstring	pico8_fixed_to_string
lua_tolstring.constprop.186	__stack_chk_fail@plt
lua_tolstring.constprop.186	luaC_step
lua_tolstring.constprop.186	luaS_newlstr
lua_tolstring.constprop.186	pico8_fixed_to_string
lua_tolstring.constprop.187	__stack_chk_fail@plt
lua_tolstring.constprop.187	index2addr
lua_tolstring.constprop.187	luaC_step
lua_tolstring.constprop.187	luaS_newlstr
lua_tolstring.constprop.187	pico8_fixed_to_string
lua_tonumber_from_tvalue	__stack_chk_fail@plt
lua_tonumber_from_tvalue	luaV_tonumber.part.56
lua_tonumberx	__stack_chk_fail@plt
lua_tonumberx	index2addr
lua_tonumberx	luaV_tonumber.part.56
lua_topointer	index2addr
lua_tothread	index2addr
lua_tounsignedx	__stack_chk_fail@plt
lua_tounsignedx	index2addr
lua_tounsignedx	luaV_tonumber.part.56
lua_touserdata	index2addr
lua_type	index2addr
lua_upvalueid	index2addr
lua_upvaluejoin	index2addr
lua_yieldk	luaD_throw
lua_yieldk	luaG_runerror
luaopen_base	luaH_getint.part.53
luaopen_base	luaL_setfuncs.constprop.147
luaopen_base	lua_pushlstring
luaopen_base	lua_setfield.constprop.162
luaopen_bit32	luaL_setfuncs.constprop.147
luaopen_bit32	lua_createtable.constprop.163
luaopen_coroutine	luaL_setfuncs.constprop.147
luaopen_coroutine	lua_createtable.constprop.163
luaopen_debug	luaL_setfuncs.constprop.147
luaopen_debug	lua_createtable.constprop.163
luaopen_math	luaL_setfuncs.constprop.147
luaopen_math	lua_createtable.constprop.163
luaopen_math	lua_setfield.constprop.162
luaopen_os	luaL_setfuncs.constprop.147
luaopen_os	lua_createtable.constprop.163
luaopen_package	getenv@plt
luaopen_package	luaC_newobj.constprop.194
luaopen_package	luaC_step
luaopen_package	luaH_getint.part.53
luaopen_package	luaH_new
luaopen_package	luaH_resize
luaopen_package	luaL_error
luaopen_package	luaL_getsubtable.constprop.145
luaopen_package	luaL_gsub
luaopen_package	luaL_setfuncs.constprop.147
luaopen_package	lua_checkstack
luaopen_package	lua_createtable.constprop.163
luaopen_package	lua_getfield
luaopen_package	lua_pushlstring
luaopen_package	lua_pushstring
luaopen_package	lua_rawseti
luaopen_package	lua_remove.constprop.177
luaopen_package	lua_setfield
luaopen_package	lua_setfield.constprop.162
luaopen_package	lua_setmetatable
luaopen_package	lua_toboolean
luaopen_string	luaL_setfuncs.constprop.147
luaopen_string	lua_createtable.constprop.163
luaopen_string	lua_pushlstring
luaopen_string	lua_setfield.constprop.162
luaopen_string	lua_setmetatable
luaopen_table	luaL_setfuncs.constprop.147
luaopen_table	lua_createtable.constprop.163
map_deselect	codo_blit
map_deselect	codo_clear_bitmap
map_deselect	codo_destroy_bitmap
map_deselect	sync_shared_map_to_gfx
map_op	__stack_chk_fail@plt
map_op	codo_blit
map_op	codo_clear_bitmap
map_op	codo_create_bitmap
map_op	codo_get_key_state
map_op	codo_rectfill
map_op	get_selected_area
map_putpixel_editor	codo_putpixel
map_select	codo_blit
map_select	codo_clear_bitmap
map_select	codo_destroy_bitmap
map_select	memcpy@plt
map_select	sync_shared_map_to_gfx
match	luaL_error
match	match
match	match_class.part.33
match	matchbracketclass
match	memcmp@plt
match_class.part.33	__ctype_b_loc@plt
match_class.part.33	__ctype_tolower_loc@plt
matchbracketclass	__ctype_b_loc@plt
matchbracketclass	__ctype_tolower_loc@plt
math_abs	luaL_checknumber.constprop.151
math_acos	acos@plt
math_acos	luaL_checknumber.constprop.151
math_asin	asin@plt
math_asin	luaL_checknumber.constprop.151
math_atan	atan@plt
math_atan	luaL_checknumber.constprop.151
math_atan2	atan2@plt
math_atan2	luaL_checknumber
math_atan2	luaL_checknumber.constprop.151
math_ceil	luaL_checknumber.constprop.151
math_cos	cos@plt
math_cos	luaL_checknumber.constprop.151
math_cosh	cosh@plt
math_cosh	luaL_checknumber.constprop.151
math_exp	exp@plt
math_exp	luaL_checknumber.constprop.151
math_floor	luaL_checknumber.constprop.151
math_fmod	fmod@plt
math_fmod	luaL_checknumber
math_fmod	luaL_checknumber.constprop.151
math_frexp	__stack_chk_fail@plt
math_frexp	frexp@plt
math_frexp	luaL_checknumber.constprop.151
math_ldexp	__stack_chk_fail@plt
math_ldexp	ldexp@plt
math_ldexp	luaL_checknumber.constprop.151
math_ldexp	luaV_tonumber.part.56
math_ldexp	tag_error
math_log	log10@plt
math_log	log@plt
math_log	luaL_checknumber
math_log	luaL_checknumber.constprop.151
math_max	__stack_chk_fail@plt
math_max	index2addr
math_max	luaL_checknumber.constprop.151
math_max	luaO_str2d.part.50
math_max	strpbrk@plt
math_max	tag_error
math_min	__stack_chk_fail@plt
math_min	index2addr
math_min	luaL_checknumber.constprop.151
math_min	luaO_str2d.part.50
math_min	strpbrk@plt
math_min	tag_error
math_pow	luaL_checknumber
math_pow	luaL_checknumber.constprop.151
math_pow	pow@plt
math_rad	luaL_checknumber.constprop.151
math_random	luaL_argerror
math_random	luaL_checknumber
math_random	luaL_checknumber.constprop.151
math_random	luaL_error
math_random	rand@plt
math_randomseed	__stack_chk_fail@plt
math_randomseed	luaV_tonumber.part.56
math_randomseed	rand@plt
math_randomseed	srand@plt
math_randomseed	tag_error
math_sin	luaL_checknumber.constprop.151
math_sin	sin@plt
math_sinh	luaL_checknumber.constprop.151
math_sinh	sinh@plt
math_sqrt	luaL_checknumber.constprop.151
math_sqrt	sqrt@plt
math_tan	luaL_checknumber.constprop.151
math_tan	tan@plt
math_tanh	luaL_checknumber.constprop.151
math_tanh	tanh@plt
merge_code_from_tabs	strcat@plt
merge_code_from_tabs	strlen@plt
mix_channel	codo_random
mix_in_xm	codo_mix_xm_chunk
mix_osc_tick_new	codo_random
mix_osc_tick_old	codo_random
mix_sfx_channel	codo_get_time
mix_sfx_channel	memcpy@plt
mix_sfx_channel	mix_sfx_tick
mix_sfx_tick	__stack_chk_fail@plt
mix_sfx_tick	calculate_osc_state
mix_sfx_tick	mix_osc_tick_new
mount_embedded_cart	__sprintf_chk@plt
mount_embedded_cart	codo_debug
mount_embedded_cart	codo_fopen_vdisk
mount_embedded_cart	codo_save_pico8_cart_to_file
mount_embedded_cart	codo_strcpy
mount_embedded_cart	hash_cart.part.1
mount_embedded_cart	strlen@plt
move_boot	__sprintf_chk@plt
move_boot	__stack_chk_fail@plt
move_boot	codo_blit
move_boot	codo_clear_bitmap
move_boot	codo_debug
move_boot	codo_directory_exists
move_boot	codo_draw_sprite
move_boot	codo_mkdir
move_boot	codo_play_sfx
move_boot	codo_prefix_with_appdata_path
move_boot	codo_prefix_with_current_path
move_boot	codo_random
move_boot	codo_resolve_filename
move_boot	codo_split_filename
move_boot	codo_strcpy
move_boot	load_working_cart
move_boot	pico_print
move_boot	pico_print_col
move_boot	set_view
move_boot	splore_enter
move_boot	strstr@plt
move_boot	update_bios_program
move_keyboard_cursor	__stack_chk_fail@plt
move_keyboard_cursor	codo_get_gui_element
move_keyboard_cursor	codo_get_key_state
move_keyboard_cursor	codo_get_mouse
move_keyboard_cursor	codo_gui_cursor_element
move_keyboard_cursor	codo_keypressed
move_keyboard_cursor	codo_readkey
move_keyboard_cursor	codo_set_mouse
move_map_sprites	__stack_chk_fail@plt
move_map_sprites	codo_blit
move_map_sprites	codo_create_bitmap
move_map_sprites	codo_destroy_bitmap
move_map_sprites	codo_getpixel
move_map_sprites	codo_putpixel
move_map_sprites	codo_rectfill
move_map_sprites	get_selected_area
move_map_sprites	memset@plt
move_splash	codo_get_any_key_down
mz_compress	__stack_chk_fail@plt
mz_compress	memset@plt
mz_compress	miniz_def_alloc_func
mz_compress	miniz_def_free_func
mz_compress	tdefl_compress
mz_compress2	__stack_chk_fail@plt
mz_compress2	miniz_def_alloc_func
mz_compress2	miniz_def_free_func
mz_compress2	tdefl_compress
mz_compress2	tdefl_init
mz_deflate	__stack_chk_fail@plt
mz_deflate	tdefl_compress
mz_deflateInit	memset@plt
mz_deflateInit2	tdefl_init
mz_deflateReset	tdefl_init
mz_file_read_func_stdio	fseeko64@plt
mz_file_read_func_stdio	ftello64@plt
mz_inflate	__stack_chk_fail@plt
mz_inflate	memcpy@plt
mz_inflate	tinfl_decompress
mz_uncompress	__stack_chk_fail@plt
mz_uncompress	miniz_def_alloc_func
mz_uncompress	mz_inflate
mz_zip_add_mem_to_archive_file_in_place	__stack_chk_fail@plt
mz_zip_add_mem_to_archive_file_in_place	__xstat64@plt
mz_zip_add_mem_to_archive_file_in_place	fopen64@plt
mz_zip_add_mem_to_archive_file_in_place	mz_zip_reader_end_internal
mz_zip_add_mem_to_archive_file_in_place	mz_zip_reader_init_file_v2.part.14
mz_zip_add_mem_to_archive_file_in_place	mz_zip_writer_add_mem_ex_v2
mz_zip_add_mem_to_archive_file_in_place	mz_zip_writer_end_internal
mz_zip_add_mem_to_archive_file_in_place	mz_zip_writer_finalize_archive
mz_zip_add_mem_to_archive_file_in_place	mz_zip_writer_init_from_reader_v2
mz_zip_add_mem_to_archive_file_in_place	mz_zip_writer_init_v2
mz_zip_add_mem_to_archive_file_in_place	remove@plt
mz_zip_add_mem_to_archive_file_in_place_v2	__stack_chk_fail@plt
mz_zip_add_mem_to_archive_file_in_place_v2	__xstat64@plt
mz_zip_add_mem_to_archive_file_in_place_v2	fopen64@plt
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_reader_end_internal
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_reader_init_file_v2.part.14
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_writer_add_mem_ex_v2
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_writer_end_internal
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_writer_finalize_archive
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_writer_init_from_reader_v2
mz_zip_add_mem_to_archive_file_in_place_v2	mz_zip_writer_init_v2
mz_zip_add_mem_to_archive_file_in_place_v2	remove@plt
mz_zip_array_ensure_capacity.isra.5	__assert_fail@plt
mz_zip_extract_archive_file_to_heap	__stack_chk_fail@plt
mz_zip_extract_archive_file_to_heap	mz_zip_reader_end_internal
mz_zip_extract_archive_file_to_heap	mz_zip_reader_extract_to_heap
mz_zip_extract_archive_file_to_heap	mz_zip_reader_init_file_v2.part.14
mz_zip_extract_archive_file_to_heap	mz_zip_reader_locate_file_v2
mz_zip_extract_archive_file_to_heap_v2	__stack_chk_fail@plt
mz_zip_extract_archive_file_to_heap_v2	mz_zip_reader_end_internal
mz_zip_extract_archive_file_to_heap_v2	mz_zip_reader_extract_to_heap
mz_zip_extract_archive_file_to_heap_v2	mz_zip_reader_init_file_v2.part.14
mz_zip_extract_archive_file_to_heap_v2	mz_zip_reader_locate_file_v2
mz_zip_file_read_func	fseeko64@plt
