caller	callee
mz_zip_file_read_func	ftello64@plt
mz_zip_file_stat_internal.part.15	__stack_chk_fail@plt
mz_zip_file_stat_internal.part.15	mktime@plt
mz_zip_file_write_func	fseeko64@plt
mz_zip_file_write_func	ftello64@plt
mz_zip_heap_write_func	memcpy@plt
mz_zip_mem_read_func	memcpy@plt
mz_zip_reader_end_internal	fclose@plt
mz_zip_reader_extract_file_iter_new	__stack_chk_fail@plt
mz_zip_reader_extract_file_iter_new	mz_zip_reader_extract_iter_new
mz_zip_reader_extract_file_iter_new	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_callback	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_callback	mz_zip_reader_extract_to_callback.part.20
mz_zip_reader_extract_file_to_callback	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_cfile	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_cfile	mz_zip_reader_extract_to_cfile
mz_zip_reader_extract_file_to_cfile	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_file	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_file	mz_zip_reader_extract_to_file
mz_zip_reader_extract_file_to_file	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_heap	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_heap	mz_zip_reader_extract_to_heap
mz_zip_reader_extract_file_to_heap	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_mem	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_mem	mz_zip_reader_extract_to_mem_no_alloc.part.18
mz_zip_reader_extract_file_to_mem	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_file_to_mem_no_alloc	__stack_chk_fail@plt
mz_zip_reader_extract_file_to_mem_no_alloc	mz_zip_reader_extract_to_mem_no_alloc.part.18
mz_zip_reader_extract_file_to_mem_no_alloc	mz_zip_reader_locate_file_v2
mz_zip_reader_extract_iter_new	__stack_chk_fail@plt
mz_zip_reader_extract_iter_new	mz_zip_file_stat_internal.part.15
mz_zip_reader_extract_iter_read	__stack_chk_fail@plt
mz_zip_reader_extract_iter_read	memcpy@plt
mz_zip_reader_extract_iter_read	mz_crc32
mz_zip_reader_extract_iter_read	tinfl_decompress
mz_zip_reader_extract_to_callback.part.20	__stack_chk_fail@plt
mz_zip_reader_extract_to_callback.part.20	mz_crc32
mz_zip_reader_extract_to_callback.part.20	mz_zip_file_stat_internal.part.15
mz_zip_reader_extract_to_callback.part.20	tinfl_decompress
mz_zip_reader_extract_to_cfile	__stack_chk_fail@plt
mz_zip_reader_extract_to_cfile	mz_zip_file_stat_internal.part.15
mz_zip_reader_extract_to_cfile	mz_zip_reader_extract_to_callback.part.20
mz_zip_reader_extract_to_file	__stack_chk_fail@plt
mz_zip_reader_extract_to_file	fclose@plt
mz_zip_reader_extract_to_file	fopen64@plt
mz_zip_reader_extract_to_file	mz_zip_file_stat_internal.part.15
mz_zip_reader_extract_to_file	mz_zip_reader_extract_to_callback.part.20
mz_zip_reader_extract_to_file	utime@plt
mz_zip_reader_extract_to_heap	mz_zip_reader_extract_to_mem_no_alloc.part.18
mz_zip_reader_extract_to_mem	mz_zip_reader_extract_to_mem_no_alloc.part.18
mz_zip_reader_extract_to_mem_no_alloc.part.18	__stack_chk_fail@plt
mz_zip_reader_extract_to_mem_no_alloc.part.18	mz_crc32
mz_zip_reader_extract_to_mem_no_alloc.part.18	mz_zip_file_stat_internal.part.15
mz_zip_reader_extract_to_mem_no_alloc.part.18	tinfl_decompress
mz_zip_reader_get_filename	memcpy@plt
mz_zip_reader_init	mz_zip_reader_end_internal
mz_zip_reader_init	mz_zip_reader_read_central_dir
mz_zip_reader_init_cfile	fseeko64@plt
mz_zip_reader_init_cfile	ftello64@plt
mz_zip_reader_init_cfile	mz_zip_reader_end_internal
mz_zip_reader_init_cfile	mz_zip_reader_read_central_dir
mz_zip_reader_init_file_v2.part.14	fclose@plt
mz_zip_reader_init_file_v2.part.14	fopen64@plt
mz_zip_reader_init_file_v2.part.14	fseeko64@plt
mz_zip_reader_init_file_v2.part.14	ftello64@plt
mz_zip_reader_init_file_v2.part.14	mz_zip_reader_end_internal
mz_zip_reader_init_file_v2.part.14	mz_zip_reader_read_central_dir
mz_zip_reader_init_mem	mz_zip_reader_end_internal
mz_zip_reader_init_mem	mz_zip_reader_read_central_dir
mz_zip_reader_locate_file	__stack_chk_fail@plt
mz_zip_reader_locate_file	mz_zip_reader_locate_file_v2
mz_zip_reader_locate_file_v2	memcmp@plt
mz_zip_reader_locate_file_v2	strlen@plt
mz_zip_reader_read_central_dir	__stack_chk_fail@plt
mz_zip_reader_read_central_dir	free@plt
mz_zip_reader_read_central_dir	malloc@plt
mz_zip_reader_read_central_dir	mz_zip_array_ensure_capacity.isra.5
mz_zip_time_t_to_dos_time	localtime@plt
mz_zip_validate_archive	__stack_chk_fail@plt
mz_zip_validate_archive	mz_zip_file_stat_internal.part.15
mz_zip_validate_archive	mz_zip_reader_locate_file_v2
mz_zip_validate_archive	mz_zip_validate_file
mz_zip_validate_file	__stack_chk_fail@plt
mz_zip_validate_file	memcmp@plt
mz_zip_validate_file	mz_zip_array_ensure_capacity.isra.5
mz_zip_validate_file	mz_zip_file_stat_internal.part.15
mz_zip_validate_file	mz_zip_reader_extract_to_callback
mz_zip_validate_file_archive	__stack_chk_fail@plt
mz_zip_validate_file_archive	mz_zip_reader_end_internal
mz_zip_validate_file_archive	mz_zip_reader_init_file_v2.part.14
mz_zip_validate_file_archive	mz_zip_validate_archive
mz_zip_validate_mem_archive	__stack_chk_fail@plt
mz_zip_validate_mem_archive	miniz_def_alloc_func
mz_zip_validate_mem_archive	mz_zip_reader_end_internal
mz_zip_validate_mem_archive	mz_zip_reader_read_central_dir
mz_zip_validate_mem_archive	mz_zip_validate_archive
mz_zip_writer_add_cfile	mz_zip_writer_add_read_buf_callback
mz_zip_writer_add_file	__stack_chk_fail@plt
mz_zip_writer_add_file	__xstat64@plt
mz_zip_writer_add_file	fclose@plt
mz_zip_writer_add_file	fopen64@plt
mz_zip_writer_add_file	fseeko64@plt
mz_zip_writer_add_file	ftello64@plt
mz_zip_writer_add_file	mz_zip_writer_add_read_buf_callback
mz_zip_writer_add_from_zip_reader	__assert_fail@plt
mz_zip_writer_add_from_zip_reader	__stack_chk_fail@plt
mz_zip_writer_add_from_zip_reader	memcpy@plt
mz_zip_writer_add_from_zip_reader	mz_zip_array_ensure_capacity.isra.5
mz_zip_writer_add_from_zip_reader	mz_zip_file_stat_internal.part.15
mz_zip_writer_add_from_zip_reader	mz_zip_writer_write_zeros
mz_zip_writer_add_mem	mz_zip_writer_add_mem_ex_v2
mz_zip_writer_add_mem_ex	mz_zip_writer_add_mem_ex_v2
mz_zip_writer_add_mem_ex_v2	__assert_fail@plt
mz_zip_writer_add_mem_ex_v2	__stack_chk_fail@plt
mz_zip_writer_add_mem_ex_v2	mz_crc32
mz_zip_writer_add_mem_ex_v2	mz_zip_array_ensure_capacity.isra.5
mz_zip_writer_add_mem_ex_v2	mz_zip_time_t_to_dos_time
mz_zip_writer_add_mem_ex_v2	mz_zip_writer_add_to_central_dir
mz_zip_writer_add_mem_ex_v2	mz_zip_writer_create_local_dir_header.constprop.23
mz_zip_writer_add_mem_ex_v2	mz_zip_writer_create_zip64_extra_data
mz_zip_writer_add_mem_ex_v2	mz_zip_writer_write_zeros
mz_zip_writer_add_mem_ex_v2	strlen@plt
mz_zip_writer_add_mem_ex_v2	tdefl_compress_buffer
mz_zip_writer_add_mem_ex_v2	tdefl_init
mz_zip_writer_add_mem_ex_v2	time@plt
mz_zip_writer_add_read_buf_callback	__assert_fail@plt
mz_zip_writer_add_read_buf_callback	__stack_chk_fail@plt
mz_zip_writer_add_read_buf_callback	mz_crc32
mz_zip_writer_add_read_buf_callback	mz_zip_time_t_to_dos_time
mz_zip_writer_add_read_buf_callback	mz_zip_writer_add_to_central_dir
mz_zip_writer_add_read_buf_callback	mz_zip_writer_create_local_dir_header.constprop.23
mz_zip_writer_add_read_buf_callback	mz_zip_writer_create_zip64_extra_data
mz_zip_writer_add_read_buf_callback	mz_zip_writer_write_zeros
mz_zip_writer_add_read_buf_callback	strlen@plt
mz_zip_writer_add_read_buf_callback	tdefl_compress_buffer
mz_zip_writer_add_read_buf_callback	tdefl_init
mz_zip_writer_add_to_central_dir	__stack_chk_fail@plt
mz_zip_writer_add_to_central_dir	mz_zip_array_ensure_capacity.isra.5
mz_zip_writer_end_internal	fclose@plt
mz_zip_writer_finalize_archive	__stack_chk_fail@plt
mz_zip_writer_finalize_archive	fflush@plt
mz_zip_writer_finalize_heap_archive	mz_zip_writer_finalize_archive
mz_zip_writer_init_cfile	ftello64@plt
mz_zip_writer_init_cfile	mz_zip_writer_init_v2
mz_zip_writer_init_file	fopen64@plt
mz_zip_writer_init_file	mz_zip_writer_end_internal
mz_zip_writer_init_file_v2	fopen64@plt
mz_zip_writer_init_file_v2	mz_zip_writer_end_internal
mz_zip_writer_init_file_v2	mz_zip_writer_init_v2
mz_zip_writer_init_file_v2.part.17	__stack_chk_fail@plt
mz_zip_writer_init_file_v2.part.17	mz_zip_writer_end_internal
mz_zip_writer_init_from_reader	freopen64@plt
mz_zip_writer_init_from_reader	mz_zip_reader_end_internal
mz_zip_writer_init_from_reader_v2	freopen64@plt
mz_zip_writer_init_from_reader_v2	mz_zip_reader_end_internal
mz_zip_writer_init_heap	mz_zip_writer_end_internal
mz_zip_writer_init_heap_v2	mz_zip_writer_end_internal
mz_zip_writer_init_heap_v2	mz_zip_writer_init_v2
mz_zip_writer_write_zeros	__memset_chk@plt
mz_zip_writer_write_zeros	__stack_chk_fail@plt
navigate_to_error_line	ctext_bound_scrolling_to_cursor
navigate_to_error_line	ctext_get_line_number_for_pos
navigate_to_error_line	ctext_get_pos_for_line_number
navigate_to_error_line	set_code_tab
navigate_to_error_line.part.0	ctext_bound_scrolling_to_cursor
navigate_to_error_line.part.0	ctext_get_line_number_for_pos
navigate_to_error_line.part.0	ctext_get_pos_for_line_number
navigate_to_error_line.part.0	set_code_tab
new_localvar	checklimit.part.122
new_localvar	luaC_barrier_
new_localvar	luaM_growaux_
newupvalue	checklimit.part.122
newupvalue	luaC_barrier_
newupvalue	luaM_growaux_
normalise_pico8_path	__memcpy_chk@plt
normalise_pico8_path	__stack_chk_fail@plt
normalise_pico8_path	__stpcpy_chk@plt
normalise_pico8_path	stpcpy@plt
normalise_pico8_path	strcpy@plt
os_clock	clock@plt
os_date	__stack_chk_fail@plt
os_date	gmtime@plt
os_date	index2addr
os_date	localtime@plt
os_date	luaL_addlstring
os_date	luaL_argerror
os_date	luaL_checknumber
os_date	luaL_optlstring.constprop.153
os_date	luaL_prepbuffsize
os_date	luaL_pushresult
os_date	lua_createtable.constprop.163
os_date	lua_pushfstring
os_date	lua_setfield.constprop.162
os_date	strchr@plt
os_date	strftime@plt
os_date	time@plt
os_difftime	difftime@plt
os_difftime	luaL_checknumber
os_difftime	luaL_checknumber.constprop.151
os_execute	__errno_location@plt
os_execute	luaL_optlstring.constprop.153
os_execute	lua_pushstring
os_execute	strerror@plt
os_execute	system@plt
os_exit	close_state
os_exit	exit@plt
os_exit	luaL_optinteger
os_exit	lua_toboolean
os_getenv	getenv@plt
os_getenv	lua_pushstring
os_getenv	lua_tolstring
os_getenv	tag_error
os_remove	__errno_location@plt
os_remove	lua_pushfstring
os_remove	lua_tolstring
os_remove	remove@plt
os_remove	strerror@plt
os_remove	tag_error
os_rename	__errno_location@plt
os_rename	lua_pushstring
os_rename	lua_tolstring
os_rename	lua_tolstring.constprop.187
os_rename	rename@plt
os_rename	strerror@plt
os_rename	tag_error
os_setlocale	luaL_argerror
os_setlocale	luaL_optlstring.constprop.153
os_setlocale	lua_pushfstring
os_setlocale	lua_pushstring
os_setlocale	lua_tolstring.constprop.187
os_setlocale	setlocale@plt
os_setlocale	strcmp@plt
os_setlocale	tag_error
os_time	__stack_chk_fail@plt
os_time	getfield
os_time	luaL_checktype.constprop.173
os_time	lua_getfield
os_time	lua_toboolean
os_time	mktime@plt
os_time	time@plt
os_tmpname	__stack_chk_fail@plt
os_tmpname	close@plt
os_tmpname	luaL_error
os_tmpname	lua_pushstring
os_tmpname	mkstemp@plt
p8__yielded_to_escape_slice	lua_gettop
p8__yielded_to_escape_slice	lua_pushboolean
p8__yielded_to_escape_slice	lua_tonumberx
p8__yielded_to_escape_slice	lua_type
p8_backup	p8_backup.part.6
p8_backup.part.6	__sprintf_chk@plt
p8_backup.part.6	__stack_chk_fail@plt
p8_backup.part.6	codo_split_filename
p8_backup.part.6	pico_print
p8_backup.part.6	save_backup
p8_bbsreq	lua_pushnil
p8_bbsreq	show_message
p8_btn	lua_gettop
p8_btn	lua_pushboolean
p8_btn	lua_pushnumber
p8_btn	lua_tonumberx
p8_btn	spend_cpu
p8_btnp	lua_gettop
p8_btnp	lua_pushboolean
p8_btnp	lua_pushnumber
p8_btnp	lua_tonumberx
p8_btnp	spend_cpu
p8_camera	lua_pushnumber
p8_camera	lua_tonumberx
p8_camera	pico8_peek
p8_camera	pico8_poke
p8_cartdata	__stack_chk_fail@plt
p8_cartdata	load_cdata
p8_cartdata	lua_gettop
p8_cartdata	lua_pushboolean
p8_cartdata	lua_tolstring
p8_cd	__sprintf_chk@plt
p8_cd	__stack_chk_fail@plt
p8_cd	codo_find_close
p8_cd	codo_find_first
p8_cd	codo_resolve_filename
p8_cd	codo_strcpy
p8_cd	lua_gettop
p8_cd	lua_tolstring
p8_cd	pico_print_col
p8_cd	strlen@plt
p8_cd	strstr@plt
p8_chr	__stack_chk_fail@plt
p8_chr	codo_free
p8_chr	codo_malloc
p8_chr	lua_gettop
p8_chr	lua_pushlstring
p8_chr	lua_tonumberx
p8_chr	spend_cpu
p8_circ	draw_oval
p8_circ	lua_gettop
p8_circ	lua_tonumberx
p8_circ	spend_cpu
p8_circfill	draw_filloval
p8_circfill	lua_gettop
p8_circfill	lua_tonumberx
p8_circfill	spend_cpu
p8_clip	lua_gettop
p8_clip	lua_pushnumber
p8_clip	lua_toboolean
p8_clip	lua_tonumberx
p8_clip	update_gfx_clipping
p8_cls	codo_rectfill
p8_cls	lua_gettop
p8_cls	lua_tonumberx
p8_cls	spend_cpu
p8_cls	update_gfx_clipping
p8_color	lua_gettop
p8_color	lua_pushnumber
p8_color	lua_tonumberx
p8_cstore	__stack_chk_fail@plt
p8_cstore	__strcat_chk@plt
p8_cstore	codo_prefix_with_appdata_path
p8_cstore	codo_split_filename
p8_cstore	codo_strcpy
p8_cstore	cstore_cart_partial
p8_cstore	get_embedded_cart_hash_for_filename
p8_cstore	get_sandboxed_cstore_filename
p8_cstore	lua_gettop
p8_cstore	lua_pushnumber
p8_cstore	lua_tolstring
p8_cstore	lua_tonumberx
p8_cstore	lua_type
p8_cstore	spend_cpu
p8_cstore	strlen@plt
p8_cstore	strstr@plt
p8_cursor	lua_gettop
p8_cursor	lua_pushnumber
p8_cursor	lua_tonumberx
p8_dget	lua_pushnumber
p8_dget	lua_tonumberx
p8_dget	pico8_runtime_error
p8_dset	lua_tonumberx
p8_dset	pico8_runtime_error
p8_export	__stack_chk_fail@plt
p8_export	__strcpy_chk@plt
p8_export	codo_file_exists
p8_export	do_export
p8_export	extract_parameters
p8_export	lua_gettop
p8_export	lua_tolstring
p8_export	pico_print
p8_export	pico_print_col
p8_export	resolve_to_host_filename
p8_export	spend_cpu
p8_extcmd	__sprintf_chk@plt
p8_extcmd	__stack_chk_fail@plt
p8_extcmd	blit_pico8_back_page_to_pico8_screen
p8_extcmd	build_paused_menu
p8_extcmd	codo_audio_rec
p8_extcmd	codo_get_time
p8_extcmd	codo_launch_html
p8_extcmd	codo_set_window_title
p8_extcmd	follow_current_breadcrumb
p8_extcmd	get_current_gif_len
p8_extcmd	get_run_chain_filename
p8_extcmd	lua_cpu_superyield
p8_extcmd	lua_tolstring
p8_extcmd	lua_tonumberx
p8_extcmd	prefix_with_file_output_path
p8_extcmd	reset_video
p8_extcmd	save_gif
p8_extcmd	save_png_screenshot
p8_extcmd	save_stream_wav
p8_extcmd	set_cart_label
p8_extcmd	show_message
p8_extcmd	show_message_2
p8_extcmd	strncpy@plt
p8_fget	lua_gettop
p8_fget	lua_pushboolean
p8_fget	lua_pushnumber
p8_fget	lua_tonumberx
p8_fillp	lua_gettop
p8_fillp	lua_pushnumber
p8_fillp	lua_tonumberx
p8_flip	blit_pico8_back_page_to_pico8_screen
p8_flip	lua_cpu_superyield
p8_flip	lua_reset_cpu_cycles
p8_flip	read_buttons
p8_flip	record_resource_data
p8_flip	record_video_frame
p8_flip	serial_end_frame
p8_flip	update_paused_menu
p8_folder	__sprintf_chk@plt
p8_folder	__stack_chk_fail@plt
p8_folder	codo_launch_html
p8_folder	codo_prefix_with_appdata_path
p8_folder	codo_prefix_with_desktop_path
p8_folder	lua_tolstring
p8_folder	pico_print_col
p8_fpow	spend_cpu
p8_fpow_0110	spend_cpu
p8_fset	lua_gettop
p8_fset	lua_toboolean
p8_fset	lua_tonumberx
p8_fsqrt	spend_cpu
p8_get_menu_item_selected	lua_pushnumber
p8_get_menu_item_selected	lua_tonumberx
p8_help	lua_gettop
p8_help	lua_tolstring
p8_help	lua_type
p8_help	pico_print
p8_help	pico_print_col
p8_help	print_help_topic
p8_import	__stack_chk_fail@plt
p8_import	do_import
p8_import	lua_gettop
p8_import	lua_tolstring
p8_import	spend_cpu
p8_info	p8_info.part.3
p8_info.part.3	__sprintf_chk@plt
p8_info.part.3	__stack_chk_fail@plt
p8_info.part.3	codo_free
p8_info.part.3	codo_malloc
p8_info.part.3	codo_split_filename
p8_info.part.3	codo_strcpy
p8_info.part.3	compress_mini
p8_info.part.3	count_tokens
p8_info.part.3	detect_external_changes
p8_info.part.3	detect_unsaved_changes
p8_info.part.3	invalidate_capacity_cache
p8_info.part.3	merge_code_from_tabs
p8_info.part.3	pico8_flatten_includes
p8_info.part.3	pico_print_2
p8_info.part.3	pico_print_2_col
p8_info.part.3	pico_print_col
p8_info.part.3	strlen@plt
p8_install_demos	install_demo_carts
p8_install_games	install_preloaded_bbs_carts
p8_install_games	pico_print_col
p8_install_games	reload_favourites
p8_install_games	save_splore_favourites
p8_keyconfig	block_buttons
p8_keyconfig	keyconfig_init
p8_line	draw_hline
p8_line	draw_line
p8_line	draw_vline
p8_line	getp_col
p8_line	lua_gettop
p8_line	lua_tonumberx
p8_line	spend_cpu
p8_load	__stack_chk_fail@plt
p8_load	detect_unsaved_changes
p8_load	lua_cpu_superyield
p8_load	lua_gettop
p8_load	lua_pushboolean
p8_load	lua_tolstring
p8_load	lua_type
p8_load	p8_load_0
p8_load	reset_run_chain
p8_load	save_backup
p8_load	save_cdata
p8_load	strncpy@plt
p8_load	unsaved_changes_confirmation
p8_load_0	__sprintf_chk@plt
p8_load_0	__stack_chk_fail@plt
p8_load_0	__strcpy_chk@plt
p8_load_0	add_run_chain_item
p8_load_0	codo_get_clipboard_text
p8_load_0	codo_prefix_with_appdata_path
p8_load_0	codo_split_filename
p8_load_0	codo_strcpy
p8_load_0	convert_hex_to_binary_file
p8_load_0	download_file
p8_load_0	get_bbs_cart_filename_nfo
p8_load_0	get_platform_char
p8_load_0	load_working_cart
p8_load_0	pico8_reload
p8_load_0	pico8_runtime_error
p8_load_0	pico_print
p8_load_0	pico_print_2
p8_load_0	prepare_loaded_cart
p8_load_0	reset_runtime_state
p8_load_0	resolve_to_host_filename
p8_load_0	spend_cpu
p8_load_0	strcmp@plt
p8_load_0	strlen@plt
p8_login	lua_pushnil
p8_login	pico_print
p8_logout	lua_pushnil
p8_ls	__sprintf_chk@plt
p8_ls	__stack_chk_fail@plt
p8_ls	codo_find_first
p8_ls	codo_find_next
p8_ls	lua_createtable
p8_ls	lua_gettop
p8_ls	lua_pushstring
p8_ls	lua_rawseti
p8_ls	lua_tolstring
p8_ls	lua_type
p8_ls	pico8_list_files
p8_ls	resolve_to_host_filename
p8_ls	spend_cpu
p8_ls	strchr@plt
p8_ls	strlen@plt
p8_ls	strstr@plt
p8_map	__stack_chk_fail@plt
p8_map	codo_clip
p8_map	lua_gettop
p8_map	lua_tonumberx
p8_map	lua_type
p8_map	map_getpixel
p8_map	pico8_draw_sprite_pal
p8_map	spend_cpu
p8_map_display	lua_pushboolean
p8_map_display	lua_tonumberx
p8_map_display	set_draw_display
p8_mark_cpu	codo_get_time
p8_mark_cpu	get_cpu_cycles_since_flip
p8_mark_cpu	lua_tonumberx
p8_memcpy	lua_tonumberx
p8_memcpy	pico8_memcpy
p8_memcpy	spend_cpu
p8_memset	lua_tonumberx
p8_memset	pico8_memset
p8_memset	spend_cpu
p8_menuitem	lua_tolstring
p8_menuitem	lua_tonumberx
p8_menuitem	strncpy@plt
p8_mget	lua_pushnumber
p8_mget	lua_tonumberx
p8_mget	map_getpixel
p8_mkdir	lua_gettop
p8_mkdir	pico_print
p8_mkdir.part.8	__stack_chk_fail@plt
p8_mkdir.part.8	__strcpy_chk@plt
p8_mkdir.part.8	codo_is_legal_filename
p8_mkdir.part.8	codo_mkdir
p8_mkdir.part.8	lua_pushnumber
p8_mkdir.part.8	lua_tolstring
p8_mkdir.part.8	pico_print
p8_mkdir.part.8	resolve_to_host_filename
p8_mkdir.part.8	strlen@plt
p8_mset	lua_tonumberx
p8_mset	map_putpixel
p8_music	cmusic_stop
p8_music	codo_play_pico8_song
p8_music	codo_stop_all_sounds
p8_music	lua_gettop
p8_music	lua_tonumberx
p8_music	spend_cpu
p8_ord	__stack_chk_fail@plt
p8_ord	lua_checkstack
p8_ord	lua_gettop
p8_ord	lua_pushnil
p8_ord	lua_pushnumber
p8_ord	lua_tolstring
p8_ord	lua_tonumberx
p8_ord	pico8_runtime_error
p8_ord	spend_cpu
p8_oval	draw_oval
p8_oval	lua_gettop
p8_oval	lua_tonumberx
p8_oval	spend_cpu
p8_ovalfill	draw_filloval
p8_ovalfill	lua_gettop
p8_ovalfill	lua_tonumberx
p8_ovalfill	spend_cpu
p8_pal	activate_extpal_glitch
p8_pal	lua_gettop
p8_pal	lua_next
p8_pal	lua_pushnil
p8_pal	lua_pushnumber
p8_pal	lua_settop
p8_pal	lua_tointegerx
p8_pal	lua_tonumberx
p8_pal	lua_type
p8_pal	spend_cpu
p8_palt	lua_gettop
p8_palt	lua_pushboolean
p8_palt	lua_pushnumber
p8_palt	lua_toboolean
p8_palt	lua_tonumberx
p8_palt	spend_cpu
p8_peek2_multiple	lua_checkstack
p8_peek2_multiple	lua_gettop
p8_peek2_multiple	lua_pushnumber
p8_peek2_multiple	lua_tonumberx
p8_peek2_multiple	pico8_peek
p8_peek2_multiple	pico8_runtime_error
p8_peek2_multiple	spend_cpu
p8_peek4_multiple	lua_checkstack
p8_peek4_multiple	lua_gettop
p8_peek4_multiple	lua_pushnumber
p8_peek4_multiple	lua_tonumberx
p8_peek4_multiple	pico8_peek
p8_peek4_multiple	pico8_runtime_error
p8_peek4_multiple	spend_cpu
p8_peek_multiple	lua_checkstack
p8_peek_multiple	lua_gettop
p8_peek_multiple	lua_pushnumber
p8_peek_multiple	lua_tonumberx
p8_peek_multiple	pico8_peek
p8_peek_multiple	pico8_runtime_error
p8_peek_multiple	spend_cpu
p8_print	__sprintf_chk@plt
p8_print	__stack_chk_fail@plt
p8_print	blit_pico8_back_page_to_pico8_screen
p8_print	lua_cpu_superyield
p8_print	lua_gettop
p8_print	lua_pushnumber
